,text,topic_label,sentiment,stockmarket
64756," RT @Jaweed63596989: ابراهیم رئیسی به اسکاتلند هم نمی رود
https://t.co/jSJXeYcsUc ابراهیم رئیسی به اسکاتلند هم نمی رود
https://t.co/jSJXeYcsUc",other,0,0
100912," @tanha1358 به جان خودم اینم فیلم زاکانی خودش هست.
ارجاع میدم به رفتار و مصاحبه های ضرغامی قبل از انتخابات ۱۴۰۰ ",other,0,0
37409," @marzyeh_s تقیه(دروغ و شارلاتان بازی سیستماتیک اسلامی)خیلی هم توصیه شده در اسلام.
مثلا خامنه",internet,-1,0
32975," دستاورد مجلس مثلا انقلابی

١. طرح شفافیت آرا نمایندگان(وعده اصلی) :  خطای 404
٢. طرح صیانت : سایت مورد نظر بار نمی شود.
٣. رای اعتماد به وزیر پیشنهادی آموزش و پرورش :
سایت مورد نظر پاسخگو نمی باشد
بستن
صبر کردن ✔️

#مجلس
@mb_ghalibaf ",internet,-1,0
5840, RT @No_Mullah: وال استریت,gcpoa,0,0
89099, @mahdiHe56700984 @hashemasa الان هم با هشتگ ضرغامی #از_پاسارگاد_بگو  مشغول شدند احمقها ,other,-1,0
38786," @farshidvo میبینی هر روز فضا تنگتر و محدود تر میشه
تعجبه که فضای مجازی هم داره میره سمت محدودیت اینبار توسط خود کاربران

همون لاشیا مخالف طرح صیانت هم هستن
نمیدونم چرا از دورن نمیشکافن و راحتمون نمیکنن...!؟ ",internet,-1,0
89708," RT @HOCHSTPLATZ: @IranIntl اندازه کافی #آنوسی در مملکت داریم
#ضرغامی و #احمدی",other,-1,0
69509," RT @abbbas1035: جناب آقای امیر عبدالهیان ...

یا جناب ایشان #ریا_کار است یا #مسلمانی شما ضعیف است.

@Amirabdolahian https://t.co/ntChNLGfSI جناب آقای امیر عبدالهیان ...

یا جناب ایشان #ریا_کار است یا #مسلمانی شما ضعیف است.

@Amirabdolahian https://t.co/ntChNLGfSI",other,-1,0
101263, RT @mehrodadm: ضرغامی گفته در حریم پاسارگارد کشاوزی کنیم. رئیسی گفته خلیج فارس رو بیاریم تا شیراز، اینترنت داره به سرعت ملی میشه و... بهرام… ضرغامی گفته در حریم پاسارگارد کشاوزی کنیم. رئیسی گفته خلیج فارس رو بیاریم تا شیراز، اینترنت داره به سرعت ملی میشه و... بهرام بيضائی گفته: https://t.co/zJTNjHG35B,other,0,0
65245, تحقیق برای حکم دستگیری ابراهیم رئیسی را در اسکاتلند به جریان افتاد - #رئیسی_جلاد67 https://t.co/zBWHjCcR1v ,other,-1,0
17324, برعندازا و ماله کش ها وقتی انتصاب وحید جلیلی به انتصابات فامیلی ربط میدن https://t.co/w8g9xPqkxy ,other,-1,0
10246," دو سند ارائه کردیم که آنها باید بروند و اجازه بگیرند. دور قبلی مذاکرات، آنها سندی ارائه کردند که ظریف آمد و اجازه گرفت. #اقتدار 
#مذاکرات_وین # ",other,1,0
28839,"این صوت متعلق به دقایقی قبل از شروع رسمی جلسه امروز کمیسیون #طرح_صیانت است
لابی سیاهکلی و تقی",other,-1,0
91328, RT @dashti_ardakani: بهترين راه نشان دادن تصوير واقعی ايران در اذهان جهانيان، توسعه صنعت #گردشگری است؛ راه,other,0,0
37749, چه انتظاری از #سازمان_نصر دارین؟ بیاد حق #ماینرها بگیره؟ کی دارم می,other,0,0
94106," RT @amirabasmehrgoo: جناب رستم قاسمی
بنده هزاران بار برای حل حذف دلال براتون پیام گذاشتم
من وظیفه خودم و انجام دادم ولی کو گوش شنوا.
چند طر… جناب رستم قاسمی
بنده هزاران بار برای حل حذف دلال براتون پیام گذاشتم
من وظیفه خودم و انجام دادم ولی کو گوش شنوا.
چند طرح ساده برای افت قیمت مسکن و حذف دلال دارم ولی باید برای دیوار بگم https://t.co/DALiG2qn1m",internet,0,0
19375," تمام توان رسانه ای جریان حامی دولت قبل مقابل دولت جدید پای کار آمده،تا الان در بسیاری از موارد از واکسن تا مدیریت کشور وحتی مذاکرات از دولت قبل بهتر عمل شده،حواس جمع باشد تمام توان نظام برای رفع مشکلات بسیج شده و این منافع مالی ومعنوی خیلی را به خطر میندازه
#دروغ_انتصابات_فامیلی ",corona gcpoa,1,0
43894," @behrad76 هرروز فک میکنم این آخرین بدبختی که قراره سرمون بیاد
 مشنگا اپدیت جدیدشون رو
 رو میکنن
کی تموم میشید😭
 
#طرح_صیانت ",other,-1,0
46126, احتمالا طرح صیانت در سراسر کره زمین و,internet,0,0
51107, کرونا در ایران از آغاز ریاست جمهوری ابراهیم رئیسی https://t.co/o8mozYeH8E ,corona,0,0
44984," مردم ایران بیش از هر مردم دیگری از این خبر خوشحال خواهند شد
ایلان ماسک خبر داد که ثبت نام برای اینترنت ماهواره ای استارلینک آغاز شد https://t.co/ZHbuVAaQIw 
#ایران #Iran #اینترنت #طرح_صیانت ",other,0,0
36881," @Hzandi6 قابل توجه اونایی که میگن طرح صیانت از فضای مجازی باعث میشه ملت از کسب و کار بیفتن!

آخه وقتی امنیت توی فضای سایبر اینقدر راحت از بین میره، چه جوری میشه این همه خوشبین بود؟
#شبکه_ملی_اطلاعات
#بنزين ",internet,1,0
49283, محسن رضایی معاون اقتصادی ابراهیم رئیسی با گلایه از منتقدان اقتصادی دولت گفت: عده,other,0,0
94795, وزير مسكن و شهرسازي #رستم_قاسمی گفته كه زائران در بازگشت بصورت ( چشمي ) بدون تست بر ميگردند اين تكنولوژي جديده!؟ كساني كه در يك خانواده كروناي منجر به فوت گرفتند متوجه نميشدند كي و كي كرونا گرفته و بعدشم حتي تست در مواردي منفي بود، اما بعد كروناي شديد گرفته بودي ,other,-1,0
7769," RT @marsa1726: اینا که خانوادگی رفتن برجام رو احیا کنند الان هرکدوم یک خط از دستاورد این سفرشون بنویسند، ببینیم پول ملت رو خرج چی کردن!!!
#… اینا که خانوادگی رفتن برجام رو احیا کنند الان هرکدوم یک خط از دستاورد این سفرشون بنویسند، ببینیم پول ملت رو خرج چی کردن!!!
#برجام
#مذاکرات_وین",gcpoa,-1,0
27146,مدیرعامل شاپرک اعلام کرد متوسط ثبت ترمینال پذیرنده اینترنتی حدود ۸۰۰ مورد در روز بود که بعد از اجرای قانون الزامی شدن دریافت #اینماد برای پذیرندگان پرداخت,internet,0,0
2552," RT @Paydar1000: فوری
هم اکنون جلسه شورای امنیت سازمان ملل متحد 

نماینده آمریکا در شورای امنیت:
ایران در مذاکرات وین خواسته های غیرواقع بین… فوری
هم اکنون جلسه شورای امنیت سازمان ملل متحد 

نماینده آمریکا در شورای امنیت:
ایران در مذاکرات وین خواسته های غیرواقع بینانه ای مطرح کرد
ما نمی توانیم به ایران اجازه دهیم برنامه هسته ای خود را تسریع کند
ایران باید پای میز مذاکره جدی باشد https://t.co/vxAlMwoLb4",gcpoa,0,0
82248,"آقای رئیسی وعده هاتون چی شد؟
از شروع دولت شما اوضاع بازار سرمایه وخیم تر شده
#وقت_عمل https://t.co/zEJ3VyazD4 #استیضاح_وزیر_ناکارآمد 
#بورس_ارزان 
#نمره_صفر_به_عملکرد_دولت_رئیسی #نمره_صفر_به_عملکرد_خاندوزی #تحریم_خرید_عرضه_اولیه
#امنیت_سرمایه_گذاری  #نه_به_قیمت_گذاری_دستوری #نه_به_نوسانگیری_الگوریتمی #خاندوزی_حیا_کن_اقتصاد_رو_رها_کن
#بورس
 #بورس_دغدغه_مردم
#وقت_عمل
#بورس_را_دریابید https://t.co/26DQm7s7CF ",other,-1,1
2899," RT @NikoOmidi: Watch “باقری ـ اختلافاتی که در شش دور مذاکرات وین وجود داشت، به قوت خود باقیست ـ ۲۲آذر۱۴۰۰” on #Vimeo https://t.co/PpXWT85b8… Watch “باقری ـ اختلافاتی که در شش دور مذاکرات وین وجود داشت، به قوت خود باقیست ـ ۲۲آذر۱۴۰۰” on #Vimeo https://t.co/PpXWT85b8r 
#StandUp4HumanRights 
#ProsecuteRaisiNOW",gcpoa,0,0
13648, این توافق اگر پیش از آغاز مذاکرات وین صورت گیرد، فضای حاکم بر مذاکرات را مثبت می,gcpoa,0,0
51695, RT @Roozbeh1963: اشتغال اشتغالی که #ابراهيم_رئيسي و دولتمردانش وعده آن را داده اند،,other,0,0
24651," تنها راه مقابله با دخالت های بیرونی سازمان صداسیما داشتن ساختار و روندهای #شفاف هست(هزینه دارد ولی برکت هم دارد).

و الا تنها آورده انتصابات این خواهد بود که یک شخص رفته و یک شخص بهتر از او آمده.

#دانشگاه_عمومی باید #مدیرساز و #انسان_ساز باشد تا الگوهای خالص به کف جامعه بیاورد. ",other,1,0
84633, #امنیت_سرمایه,other,0,1
45230, RT @majid_suzukii: قطع شدن واتساپ و فیسبوک یکبار دیگه اهمیت داشتن اینترنت ملی و طرح صیانت رو به رخ همه کشید قطع شدن واتساپ و فیسبوک یکبار دیگه اهمیت داشتن اینترنت ملی و طرح صیانت رو به رخ همه کشید,internet,1,0
90480, @Zarghami_ez احسنت بر برادر ضرغامی مدیر و مدبر با اخلاص۰🌹🌹🌹👏 ,other,1,0
94632," ببینم تورو 
دیدمت برو 

#تست_چشمی_کرونا توسط وزیر محترم راه و شهرسازی 

#رستم_قاسمی ",other,0,0
79205," #استیضاح_خاندوزی 
#استیضاح_خاندوزی 

نه قیمت #دلار افت کرده
نه قیمت #مسكن کاهشی شده
نه بازار #خودرو جمع و جور شده
و در نهایت بازار #بورس نابودی شده.

فقط فقط #استیضاح_وزیر_ناکارآمد
#خامنه",other,-1,1
10102, نماینده چین در مذاکرات وین: دور دیگری از مذاکرات درباره برنامه هسته,gcpoa,0,0
16378, RT @indypersian: یک مقام آمریکایی در گفت,gcpoa,0,0
36527," حالا فهمیدید اصل طرح صیانت چرا لازم بود؟ چرا شبکه ملی اطلاعات ضرورت داره؟
این که فقط چهار تا پمپ بنزین بود، فردا که اطلاعات حسابهای بانکی و قوه قضائیه و.... هک شد چه گِلی باید به سر گرفت؟
وقتی خونه",internet,1,0
58388," @HamiDKhaN220 حتی جنگ هم برای یه عده منفعت بود.
اگه آبادان و خرمشهر که عروس خاورمینه بودن ویران شدن، اگه خوزستان و ایلام و کرمانشاه و کردستان شب و روز بمباران شدن، ولی در عوض محسن رضایی و صفوی و شمخانی و ... بدون دانشگاه افسری رفتن سرلشکر شدن!!!
الانم که سهمیه ایثارگری نردبان نه آسانسور شده. ",other,-1,0
64268," @khamenei_ir اي رهبر گرامي فرومايگي و فرومايگان ، هر چه بيشتر جنايت كني ، قبر خود و حكومت ننگين ات رو عميق تر مي كني :رجوع شود به قانون سوم نيوتن 

#نه",other,-1,0
71898," @yjc___agency لطفاً
وخواهشاً
۸۵ مليون
عقل و فكر نوراني ايراني
در گرو این جوان سبز از راه
رسیده بنام مسعود فياضي قرارنديد

من
واقعاً
نميدونم
كه چرا ابراهیم
رئیسي براي دومين
بار اينجور اشخاص ضعيفي
براي اين سمت بسيارحساس انتخاب
ميكنه و در حیني كه هزارها پروفسور
روشنفكر در ايران بزرگ هست ؟ ! ! https://t.co/jILbpXiN8L ",other,-1,0
53699, معاون علمی و فناوری ابراهیم رئیسی در مراسم تقدیر از رتبه,other,0,0
24874," @r_nili نمایندگان مجلس خودشون خدای لابی و دخالت در انتصابات هستند از اداره کل ها گرفته تا مدیران مدرسه !حس میکنم بعضی ها از اینکه گزینه خودشون انتصاب نشده صداشون در اومده!
#نه_به_فشار_سیاسی ",other,-1,0
57153," RT @DavariAbdolreza: بزرگترین شگفتی سال 1400، شکست دوباره آیت الله رئیسی در انتخابات ریاست جمهوری است.
حکم ریاست جمهوری محسن رضایی یا عبدال… بزرگترین شگفتی سال 1400، شکست دوباره آیت الله رئیسی در انتخابات ریاست جمهوری است.
حکم ریاست جمهوری محسن رضایی یا عبدالناصر همتی، در 12 مرداد 1400 توسط رهبر فرزانه انقلاب تنفیذ و فردای همان روز در کنار آیت الله رئیسی(رئیس محترم قوه قضائیه)، تحلیف می شوند. https://t.co/pW3R8IelDT",other,0,0
1449," تیم مذاکره کننده باید متوجه شود، عرصه بین الملل مانند عرصه داخل نیست 
#مذاکرات_وین 
#فوری # ",other,0,0
34837, RT @zoghal: جناب نماینده گویا از اینکه رعیت,other,-1,0
53220, #ابراهیم_رئیسی که به مناسبت #روز_دانشجو در دانشگاه #صنعتی_شریف حضور یافته بود در سخنرانی خود ادعا کرد که تمامی انتصاب,other,0,0
74552, @RadioFarda_ 🔴📢📢پخش کامل   « اجلاس ایران آزاد ۲۰۲۱  - حسابرسی از ابراهیم رئیسی برای جنایت علیه بشریت، #نسل_کشی ، دخالتهای منطقه,other,-1,0
89023, @Friedrish این غار رو بسپارند به آقای ضرغامی یاد بگیرند ببینند چه جوری می شه از آثار تاریخی حفاظت کرد ,other,0,0
26172, طرح صیانت بعد از اینکه تو کمیسیون رای نیاورد فرستاده شد به مرکز پژوهش,internet,0,0
6872," RT @Nahal43167019: رژیم آخوندها برای ساختن بمب هسته ای زمان میخرد
روزنامه السیاسه کویت:محمد محدثین، مسئول کیسیون خارجی شورای ملی مقاومت ایر… رژیم آخوندها برای ساختن بمب هسته ای زمان میخرد
روزنامه السیاسه کویت:محمد محدثین، مسئول کیسیون خارجی شورای ملی مقاومت ایران تأکید کرد که رژیم آخوندها از سیاست مماشات استفاده می",gcpoa,-1,0
15479, RT @Rahe_Anghlab95: پیک روشنای سحر: تفسیر سیاسی: کابوس خامنه,gcpoa,-1,0
100596, @mht_twt عزت الله ضرغامی تقریبا ۲۰ ساله صبونه کاری میگیره ,other,-1,0
47004," بله امروز #گوگل 23 ساله شد😍 مبارکمون باشد🎈🎉
درد و بلاهات بخوره تو سر موتورهای جستجو داخلی با افکار #طرح_صیانت  😂 https://t.co/CFPdHNkz4l ",other,-1,0
28528, من براش اینترنت آزاد بودم ولی اون طرح صیانت دوست داشت..! ,internet,0,0
70306,بدبختی ما مردم ایران فقط دست خالی بودنمون در مقابل رژیمی تا دندان مسلح نیست،بدبختی بزرگ,gcpoa,-1,0
7701, RT @MHDS_QT: وین دارای آثارمتنوع بین المللی است وبازیگران دیگری خارج این عرصه مستقیم یاغیرمستقیم تلاش میکننددرروندکاراخلال ایجادکنندومسیرگف… وین دارای آثارمتنوع بین المللی است وبازیگران دیگری خارج این عرصه مستقیم یاغیرمستقیم تلاش میکننددرروندکاراخلال ایجادکنندومسیرگفتگوی سازنده رامخدوش کننددراینباره بانمایندگان۱+۴موضوعاتی راطرح کردم وهشداردادم اجازه ندهندرویکردونگاه بازیگران خارجی برمذاکرات تاثیر بگذارد #مذاکرات_وین,other,1,0
43402, @aamir_rafiei طرح صیانت ,internet,0,0
84765," RT @idrisgh11: به خیلی ها آسیب جدی زدید
منتظر عدل الهی باشید

",other,-1,0
61063, @dani17302 سفر فاطمی امین به سوریه سفر مهمی بود ,other,0,0
36678," از کار افتادن جایگاه های سوخت به علت #حمله_سایبری توجیه خوبی برای سانسور اینترنت و طرح صیانت از فضای مجازی است 
به زودی بودجه هنگفتی صرف توسعه و راه اندازی اینترنت ملی خواهد شد

#بنزین ",internet,-1,0
59062, @hybsEy5iYNWrPQd محسن رضایی ثابت کرده که در راه انقلاب و رهبری حتی از فرزند هم باید گذشت او هرگز خوی اشرافیگری و فامیل گسیلی ندارد ,other,1,0
2208," 🌱هر روز خود را با بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ آغاز کنید🌱

🔹امام علی(ع): زبان نادان کلید مرگ اوست.#شب_زیارتی #شفافیت #مذاکرات_وین #فوري #ایران_قوی ",other,0,0
18583," استاندار مرکزی بر دو راهی تحسس و اقدام جهادی در انتصابات یا ادامه روند موجود و اجرای نظامات رضاخانی #وزارت_کشور میراث دار امثال تاج زاده ها قرار گرفته است !
اللهم اهدنی فیمن هدیت https://t.co/6fsrASMiZh ",other,1,0
91775," وزیر اقتصاد: از انتصاب فارغ التحصیلان دانشگاه امام صادق در معاونت ها خودداری کنید

خاندوزی در مراسم معارفه رییس جدید سازمان امور مالیاتی از روسای این سازمان",other,0,0
88073, RT @Abed135135: سید جواد ساداتی نژاد(وزیر جهاد کشاورزی) در سفر خود به هلیلان در میان مردم این شهرستان حاضر شد؛با آنها هم,other,0,0
5289, هشتمین دور #مذاکرات_وین به کجا انجامید؟ https://t.co/jdEysO8agf ,other,0,0
62679," میدانید به چه دلیل به #ابراهيم_رئيسي رای دادم؟

بخاطر صداقت و سادگی دلش که هر دو را در راه خدمت کردن به مردم ایران با جدیت بکار گرفته است. ",other,1,0
1805, #مذاکرات_وین #خامنه,other,0,0
71250," RT @sagad_amini: ابراهیم رئیسی: اولویت دولتم مهار کرونا و سرعت بخشیدن به واکسیناسیون است..
رئیسی تشکر
#صدروز_آواربرداری https://t.co/PO9pM2… ابراهیم رئیسی: اولویت دولتم مهار کرونا و سرعت بخشیدن به واکسیناسیون است..
رئیسی تشکر
#صدروز_آواربرداری https://t.co/PO9pM2dwpY",corona,1,0
36547," RT @Sepi611: حالا بدو از ترس، طرح صیانت بزار..لعنتی اینو که دیگه از خارج هک نکردن این که به شبکه داخلی محدود میشه به خارج ربط نداره اینو دی… حالا بدو از ترس، طرح صیانت بزار..لعنتی اینو که دیگه از خارج هک نکردن این که به شبکه داخلی محدود میشه به خارج ربط نداره اینو دیگه چی میگی؟؟
شما نمیخواد کاخ سفیدو بکنی حسینیه !!شما دم درتو بگیر فقط 👌
#ریتوییت_لطفا https://t.co/EWfYlXPC4X",internet,-1,0
20882," RT @EsmailiForough: چه بگویم ؟!
نگفته هم پیداست که مرکز ملی فرش به عنوان متولی فرش دستباف در خواب غفلت به سر می برد

❗❗❗لطفا برای تکرار نشد… چه بگویم ؟!
نگفته هم پیداست که مرکز ملی فرش به عنوان متولی فرش دستباف در خواب غفلت به سر می برد

❗❗❗لطفا برای تکرار نشدن اینگونه انتصابات در میان مدیران فرش در پویش کارزار شرکت کنید
https://t.co/v9Tko3da7q https://t.co/Qee9FtLK2F",other,-1,0
48276," #فوری

محسن رضایی: از ابتدای دی ۱۴۰۰ رقم #یارانه ها دو برابر می",other,0,0
25646, RT @Mah46131622: شما میگید طرح صیانت ما میگیم طرح خیانت..! شما میگید طرح صیانت ما میگیم طرح خیانت..!,internet,-1,0
65662, RT @indypersian: فعالان حقوق بشر و بستگان قربانیان اعدام,other,0,0
8013, #فوری آخرین نتایج مذاکرات وین https://t.co/gOuMVHvTc1 ,gcpoa,0,0
62291, RT @Ayatollah23: #نه_به_جمهوری_اسلامی #ایران #Iran #فوری #تازه #خبرتازه #خبر_تازه #مرگ_بر_خامنه,other,-1,0
88222,"#اقای_فتاح_چرا_سخنان_بیربط_میگویی ومردم را گمراه میکنی؟
#مسعولان_مابالاترین_سطع_حفاظتی_را_بابهترین_بنزهای_زدگلوله_داشتند!
چرابایداین عتیقه ها راسوارشوند؟
اصلا رانندگی بلدهستند؟
شماچه شهادتی میدهی؟
مردمیکه دهه60رابخاطردارندمیدانند،
مثلا،وزیرنیر",other,-1,0
65598," RT @Daneshmand17: عدالت دروغه! کدوم عدالت؟!

#بوشهر: راهپیمایی مردم خشمگین به سوی فرودگاه، در اعتراض به «ابراهیم رئیسی» که امروز وارد بوشهر… عدالت دروغه! کدوم عدالت؟!

#بوشهر: راهپیمایی مردم خشمگین به سوی فرودگاه، در اعتراض به «ابراهیم رئیسی» که امروز وارد بوشهر شد https://t.co/gyV6vCsw6m",other,-1,0
44543,منم مخالفت خودم رو به عنوان یک ایرانی به اجرای #طرح_صیانت از کاربران در فضای مجازی اعلام می,internet,-1,0
35047, این روزها لغوحکم انتصاب غیرقانونی داماد #شهردار_تهران، حمایت مردم و نخبگان از #آیت_الله_صافی که تعامل بادنیا را ضروری دانستند و انتقاد شدیداز ممنوع شدن اعلام مصادیق فساد در #نمازجمعه، علاوه بر قدرت #فضای_مجازی، دلیل اصرار #انحصارطلبان بر تصویب #طرح_صیانت را نیز به تصویر کشید. ,other,-1,0
64551," RT @azadikha_F: ✊🌷🌿✌️تصاویر وفیلمهایی از تظاهرات و آکسیون ایرانیان آزاده و میهن پرست در برلین با خواست محاکمه خامنه ای و ابراهیم رئیسی بخاط… ✊🌷🌿✌️تصاویر وفیلمهایی از تظاهرات و آکسیون ایرانیان آزاده و میهن پرست در برلین با خواست محاکمه خامنه ای و ابراهیم رئیسی بخاطر جنایت علیه بشریت

شماری از نمایندگان پارلمان فدرال آلمان و شخصیتهای حقوق",other,-1,0
48778, @Mohsen_Jandaghi این هم نتیجه روی کار آمدن بی شرفی مثل محسن رضائی که زندگی ۴۹۰۰۰ کارمند بدبخت بانک سپه رو به فنا داد و شماها که با سکوت تلختون این کار رو تائید کردید. #لابی #محسن_رضائی #بانک_سپه @raisi_com ,other,-1,0
57622, RT @TaranehRaki: مردک خر حتما با محسن رضایی مشورت کردی که نفت امریکا تمام میشود https://t.co/TJIAO6M3lz مردک خر حتما با محسن رضایی مشورت کردی که نفت امریکا تمام میشود https://t.co/TJIAO6M3lz,other,-1,0
99371, محسن رضایی:تمام تحریم,other,0,0
17904, @Lkbr_HADI @ali_bitarafan4 خانم #الهام_اکبری همسر آقای #احمد_نادری مشاور وزیر ارشاد در امور آموزش,other,0,0
90332," آقای #ضرغامی وزیر گردشگری هستن اما نگران کشاورزی اهالی #پاسارگاد هستن برای رهایی از فقر 
استاد شما باید توی محدوده پاسارگاد هتلینگ رو به وجود بیاری 
منطقه ی گردشگری بکنی اونجا رو 
آخه به شما چه مربوطه چاه کشاورزی 
پاسارگاد رو بکنید قطب گردشگری 
@Zarghami_ez ",other,-1,0
42989," @RezaRaeisei ما رو چوخ نکنید 
#طرح_صیانت ",other,-1,0
3660," گفتگوی تلویزیون ایران ازاد با مهندس امیر بلورچی پژوهشگر سیاست خارجی در قبال #ایران با عنوان: 
ایران؛ راه حل اتمی مذاکره یا تحریم؟
#مذاکرات_وین   #معلمان #قيام_تا_سرنگونی  
https://t.co/U71j28plY3 ",other,-1,0
45203," @MobinaJavn @AlirezaGh76_ امان از جهل مردم.
 واتساپ و اینستا رو یکی دیگه هک کرده، مردم از طرح صیانت حرف می",internet,-1,0
93663, @chimseen حتما امیر عبدالهیان در توجیه این کارش خواهد گفت که مش قاسم به خوابش اومده و روز دقیق تولد مورا رو بهم گفت که حواسم بهش باشه تا در این روز دعوتش کنم ایران و واسش جشن تولد بگیرم تا بلکه اینجوری بتونیم نمک گیرش بکنیم در مذاکرات هوامونو داشته باشن 😂😂😂 دیپپلماسی خاله زنک بازی 😉😉 ,gcpoa,-1,0
32403, موافق طرح صیانت یعنی من در خانواده,internet,1,0
86352," در جلسه بخش خصوصی #گلستان با حضور #خاندوزی وزیر اقتصاد ۷ پیشنهاد کوتاه مدت و یک پیشنهاد بلندمدت برای #بورس مطرح کردم. امیدوارم همانطور که از طرح بلندمدت استقبال کردند، کوتاه مدتی ها  نیز دنبال گردد.
تشکر از مشاوره سرگروههای مدرسه بورسی و #هاتف_سیدپور و @behnamsamadi_ir https://t.co/3EFPJGoGfl ",economics internet,1,1
101152," آب رودها رو به جای استفاده صحیح در بستر طبیعی به کویر #قم میفرستند خرج طهارت بشه.

#ضرغامی ",other,-1,0
53469," واکنش مردم به خبر سقوط بالگرد سید ابراهیم رئیسی جالب بود!

 مردم امیدوارند https://t.co/dMlzbVb1bt ",other,0,0
99305, @mmhhkk2016 از نزدیک ندیدیش ، من واقعا وحشت کردم توی اپادانا دیدمش پیاده بود ، محسن رضایی را هم قبل از رسیدگی به صورتش دیده بودم پوستش لایه لایه روی صورتش افتاده بود کریه المنظر ,other,-1,0
25005," RT @Abumahdi05: فکر کنم رئیسی داره بررسی میکنه ببینه کجا به روحانی پست بده...
#انتصابات_عجیب فکر کنم رئیسی داره بررسی میکنه ببینه کجا به روحانی پست بده...
#انتصابات_عجیب",other,-1,0
23165," @arzakani4 چرا نمیفهمید چون از اسم فامیل زده شدیم ب شما رای دادیم
فامیلت حتی اگه اینشتین هم باشه نباید نزدیکش شی
فهمش سخته؟
گرچه من همیشه معتقدم تمام افراد از جهت زناشون بدبخت میشن
وقتی به انتصابات نگاه میکنی یا فامیل زن طرفن یا فامیل داماد طرف
زناتونو پس بزنید تا ب انقلاب گند نزنید ",other,-1,0
84319,"نمونه ای از عرضه اولیه های جذاب! https://t.co/jqlieBHbcY https://t.co/9momowTmSZ #امنیت_سرمایه_گذاری #استیضاح_وزیر_ناکارآمد 
#نه_به_قیمت_گذاری_دستوری #نه_به_نوسانگیری_الگوریتمی
#رئیسی_بورس_رو_دریاب
#بورس_دغدغه_مردم 
#استیضاح_خاندوزی
#خاندوزی_عامل_پولسوزی
#دروغ_رکن_مدیریت_کشور
#شفافیت
#خاندوزی_اولین_اخراجی_کابینه https://t.co/f7TyCZUEHD ",other,-1,1
45615, RT @Shahab17aa17: با قطع اینستا و واتس,internet,0,0
42, «گزینه جایگزین» آمریکا در صورت شکست مذاکرات وین https://t.co/clewyJ4qmd ,gcpoa,0,0
34849, @malekshariati بگید طرح صیانت رو تا چند سال آینده به هیچ وجه پیگیری نکنند میزان خراب کاری های دولت روحانی خیلی زیاد بوده دسترسی به اینترنت بین الملل برای همه مردم ما لازم هست تا از منابع علمی و اقتصادی و تجاری خارجی براحتی استفاده کنند برای کمک به رفع برخی عقب ماندگی ها ,internet,-1,0
10245," رویترز: امروز آخرین روز دور جدید مذاکرات وین است

یک دیپلمات اروپایی به رویترز گفت که امروز آخرین روز دور جدید در وین است.

خبرنگار روزنامه وال استریت ژورنال گزارش داد که امروز کمیسیون مشترکی برگزار می",gcpoa,0,0
21345," 💢دلواپسی کیهان برای انتصابات دولت رئیسی

❗️کیهان نوشت: انتصاب منسوبین و نزدیکان حتی اگر از نظر قانون و شرع مشکل نداشته باشد بی",other,0,0
89442, @Zarghami_ez آقای ضرغامی نظرتان در مورد احداث ساختمان سپاه شهرستان ایذه بر روی تپه ی باستانی سایت تاریشا(اشکفت سلمان ) چیست؟ آیا روزی می رسد که قانون حاکم شود؟ https://t.co/g1CltQrB6l ,other,-1,0
41879, @313_elnaz طرح صیانت گذاشتن که لیست اموال مسئولان محرمانه هست و این که شفافیت هم پیچوندن و کلا فقط وعده دروغ دادن ,internet,-1,0
87072, جواد اوجی، وزیر نفت در نشستی با سرمایه,corona,0,0
38618," @NPejmanfar طرح صیانت از معیشت معلمان بازنگری تفحص برای حقوق های سه میلیونی معلمان نمیزاریددددددددد؟؟!!!!!!!
#خط_فقر_۱۲_میلیونی ",internet,-1,0
68493," RT @IranChrist: حضور #ابراهیم_رییسی روز سه شنبه Sep 21, 2021 بصورت مجازی در سازمان ملل, را بشدت محکوم می",other,-1,0
91193," @nafise از رو دست آقای ضرغامی کپی کردید.
انشالله به وزارت هم ختم بشه.😂🙏 ",other,0,0
51557, RT @sanabarghzahedi: زوال نهایی طبقه متوسط ایران در اثر عملیاتی کردن بودجه پیشنهادی ابراهیم رییسی https://t.co/5huw4aQWk6 زوال نهایی طبقه متوسط ایران در اثر عملیاتی کردن بودجه پیشنهادی ابراهیم رییسی https://t.co/5huw4aQWk6,other,-1,0
48586, محسن رضایی: نرخ ارز در سال های آینده با سرانجام رسیدن مذاکرات و برداشتن تحریم,economics gcpoa,0,1
22402," @Mohseni83762417 فقط قول های آقای رئیسی رو بیاد بیارید. 
بورس قرار بود تو مدت کمی درست بشه.
انتصابات نابجا نباشه
و...
اگه درست شدنی نبود پس نباید قول",other,-1,1
27998," RT @Ehsansed1361: *🔴🎥 چالشهای جدید در نماز #جمعه...*
نماز جمعه امروز تهران از چند جهت جالب بود؛سخنرانی یک دختر دانشجو پیش از خطبه",internet,0,0
17822, @ali_bitarafan4 @mb_ghalibaf انتصابات بعدي ,other,0,0
60259, مهندس ضرغامی در بازدید از میدان نقش جهان گفت: با توجه به بررسی,other,0,0
